Count,Point,Cross Track,Max Error,x,y
-1,-1,0,0,-1,-1
1,37,0.03118190258563313,0.03118190258563313,3.700000000000002,0.0
2,37,0.05297875229324261,0.05297875229324261,3.700000000000002,0.0
3,37,0.009941180296277613,0.05297875229324261,3.700000000000002,0.0
4,37,0.030412882052106543,0.05297875229324261,3.700000000000002,0.0
5,37,0.03640187109481014,0.05297875229324261,3.700000000000002,0.0
6,37,0.011225826571093589,0.05297875229324261,3.700000000000002,0.0
7,37,0.02729094967702725,0.05297875229324261,3.700000000000002,0.0
8,38,0.03520819937853754,0.05297875229324261,3.800000000000002,0.0
9,38,0.015662569572032776,0.05297875229324261,3.800000000000002,0.0
10,38,0.01771954017876494,0.05297875229324261,3.800000000000002,0.0
11,38,0.04769945108141601,0.05297875229324261,3.800000000000002,0.0
12,38,0.014110467177969875,0.05297875229324261,3.800000000000002,0.0
13,38,0.02298152510561424,0.05297875229324261,3.800000000000002,0.0
14,39,0.04265728590942428,0.05297875229324261,3.900000000000002,0.0
15,39,0.04447883236268907,0.05297875229324261,3.900000000000002,0.0
16,39,0.03890972987234704,0.05297875229324261,3.900000000000002,0.0
17,39,0.048356003395299295,0.05297875229324261,3.900000000000002,0.0
18,39,0.0470055078938124,0.05297875229324261,3.900000000000002,0.0
19,40,0.05249275538767554,0.05297875229324261,4.000000000000002,0.0
20,39,0.049909154277548766,0.05297875229324261,3.900000000000002,0.0
21,39,0.043878350354488685,0.05297875229324261,3.900000000000002,0.0
22,39,0.049167696237818706,0.05297875229324261,3.900000000000002,0.0
23,40,0.01025624112400849,0.05297875229324261,4.000000000000002,0.0
24,40,0.012117840942189942,0.05297875229324261,4.000000000000002,0.0
25,40,0.015711085976476937,0.05297875229324261,4.000000000000002,0.0
26,40,0.00809597146268406,0.05297875229324261,4.000000000000002,0.0
27,40,0.0031912870498122963,0.05297875229324261,4.000000000000002,0.0
28,41,0.0465697501838774,0.05297875229324261,4.100000000000001,0.0
29,41,0.042213081394193344,0.05297875229324261,4.100000000000001,0.0
30,41,0.04311460330478,0.05297875229324261,4.100000000000001,0.0
31,41,0.022839181559212263,0.05297875229324261,4.100000000000001,0.0
32,41,0.030903548434240178,0.05297875229324261,4.100000000000001,0.0
33,41,0.02978491343123795,0.05297875229324261,4.100000000000001,0.0
34,41,0.03827351079476265,0.05297875229324261,4.100000000000001,0.0
35,41,0.04161643070913415,0.05297875229324261,4.100000000000001,0.0
36,42,0.03998999463240633,0.05297875229324261,4.200000000000001,0.0
37,42,0.04737008457183115,0.05297875229324261,4.200000000000001,0.0
38,42,0.018100037495042735,0.05297875229324261,4.200000000000001,0.0
39,42,0.030744475706350485,0.05297875229324261,4.200000000000001,0.0
40,42,0.031450649133769056,0.05297875229324261,4.200000000000001,0.0
41,42,0.023371217984802812,0.05297875229324261,4.200000000000001,0.0
42,42,0.027741142879150846,0.05297875229324261,4.200000000000001,0.0
43,43,0.0033341992231181393,0.05297875229324261,4.300000000000001,0.0
44,43,0.020069964703275697,0.05297875229324261,4.300000000000001,0.0
45,43,0.014338638465335944,0.05297875229324261,4.300000000000001,0.0
46,43,0.009080715437404576,0.05297875229324261,4.300000000000001,0.0
47,43,0.03853682796291786,0.05297875229324261,4.300000000000001,0.0
48,44,0.04001019857019792,0.05297875229324261,4.4,0.0
49,44,0.043357939673024745,0.05297875229324261,4.4,0.0
50,44,0.0425688748391355,0.05297875229324261,4.4,0.0
51,44,0.033663801896745865,0.05297875229324261,4.4,0.0
52,44,0.027659079840838294,0.05297875229324261,4.4,0.0
53,44,0.034316275232947786,0.05297875229324261,4.4,0.0
54,44,0.0407864323068336,0.05297875229324261,4.4,0.0
55,44,0.04396659678075779,0.05297875229324261,4.4,0.0
56,44,0.03416168621314351,0.05297875229324261,4.4,0.0
57,44,0.022835980403938107,0.05297875229324261,4.4,0.0
58,45,0.023534535108615678,0.05297875229324261,4.5,0.0
59,45,0.02686617212238723,0.05297875229324261,4.5,0.0
60,45,0.01925960371822747,0.05297875229324261,4.5,0.0
61,45,0.014720233526262977,0.05297875229324261,4.5,0.0
62,45,0.02470633502074069,0.05297875229324261,4.5,0.0
63,46,0.009822100581930126,0.05297875229324261,4.6,0.0
64,46,0.028402108398391426,0.05297875229324261,4.6,0.0
65,46,0.03503034955072435,0.05297875229324261,4.6,0.0
66,46,0.009736579205295998,0.05297875229324261,4.6,0.0
67,46,0.017889272396905694,0.05297875229324261,4.6,0.0
68,46,0.049811212068544844,0.05297875229324261,4.6,0.0
69,47,0.047405731429422025,0.05297875229324261,4.699999999999999,0.0
70,47,0.04837022480378093,0.05297875229324261,4.699999999999999,0.0
71,46,0.040393162469884086,0.05297875229324261,4.6,0.0
72,47,0.049541245231823516,0.05297875229324261,4.699999999999999,0.0
73,46,0.03496693385305143,0.05297875229324261,4.6,0.0
74,47,0.0027208557214588214,0.05297875229324261,4.699999999999999,0.0
75,47,0.013367041468092724,0.05297875229324261,4.699999999999999,0.0
76,47,0.008623777456590216,0.05297875229324261,4.699999999999999,0.0
77,47,0.010100089503014144,0.05297875229324261,4.699999999999999,0.0
78,48,0.034097676504707956,0.05297875229324261,4.799999999999999,0.0
79,48,0.01309158945976654,0.05297875229324261,4.799999999999999,0.0
80,48,0.028291754249857463,0.05297875229324261,4.799999999999999,0.0
81,48,0.03557655164862322,0.05297875229324261,4.799999999999999,0.0
82,48,0.022843605695156026,0.05297875229324261,4.799999999999999,0.0
83,48,0.04329620734312098,0.05297875229324261,4.799999999999999,0.0
